Project executed on 26-05-2025 at 13:47:43.
main.cpp(13): Application start
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
main.cpp(36): Application finish
main.cpp(39): Bye :)
